NOMBRE DPTO;COD_MPIO;NOMBRE MPIO;SEXOS;Rango Edad;Personas
Antioquia;5001;Medellín;HOMBRES;00-04;87482
Antioquia;5001;Medellín;HOMBRES;05-09;88369
Antioquia;5001;Medellín;HOMBRES;10-14;91108
Antioquia;5001;Medellín;HOMBRES;15-19;97757
Antioquia;5001;Medellín;HOMBRES;20-24;106958
Antioquia;5001;Medellín;HOMBRES;25-29;107841
Antioquia;5001;Medellín;HOMBRES;30-34;98348
Antioquia;5001;Medellín;HOMBRES;35-39;89164
Antioquia;5001;Medellín;HOMBRES;40-44;75137
Antioquia;5001;Medellín;HOMBRES;45-49;65649
Antioquia;5001;Medellín;HOMBRES;50-54;67322
Antioquia;5001;Medellín;HOMBRES;55-59;63274
Antioquia;5001;Medellín;HOMBRES;60-64;51696
Antioquia;5001;Medellín;HOMBRES;65-69;38845
Antioquia;5001;Medellín;HOMBRES;70-74;27464
Antioquia;5001;Medellín;HOMBRES;75-79;17683
Antioquia;5001;Medellín;HOMBRES;80-84;10202
Antioquia;5001;Medellín;HOMBRES;85-89;5397
Antioquia;5001;Medellín;HOMBRES;90-94;2573
Antioquia;5001;Medellín;HOMBRES;95-99;1070
Antioquia;5001;Medellín;HOMBRES;100 AÑOS Y MÁS;452
Antioquia;5002;Abejorral;HOMBRES;00-04;771
Antioquia;5002;Abejorral;HOMBRES;05-09;782
Antioquia;5002;Abejorral;HOMBRES;10-14;806
Antioquia;5002;Abejorral;HOMBRES;15-19;865
Antioquia;5002;Abejorral;HOMBRES;20-24;946
Antioquia;5002;Abejorral;HOMBRES;25-29;954
Antioquia;5002;Abejorral;HOMBRES;30-34;870
Antioquia;5002;Abejorral;HOMBRES;35-39;789
Antioquia;5002;Abejorral;HOMBRES;40-44;665
Antioquia;5002;Abejorral;HOMBRES;45-49;581
Antioquia;5002;Abejorral;HOMBRES;50-54;595
Antioquia;5002;Abejorral;HOMBRES;55-59;560
Antioquia;5002;Abejorral;HOMBRES;60-64;457
Antioquia;5002;Abejorral;HOMBRES;65-69;344
Antioquia;5002;Abejorral;HOMBRES;70-74;243
Antioquia;5002;Abejorral;HOMBRES;75-79;156
Antioquia;5002;Abejorral;HOMBRES;80-84;90
Antioquia;5002;Abejorral;HOMBRES;85-89;48
Antioquia;5002;Abejorral;HOMBRES;90-94;23
Antioquia;5002;Abejorral;HOMBRES;95-99;9
Antioquia;5002;Abejorral;HOMBRES;100 AÑOS Y MÁS;4
Antioquia;5004;Abriaquí;HOMBRES;00-04;108
Antioquia;5004;Abriaquí;HOMBRES;05-09;110
Antioquia;5004;Abriaquí;HOMBRES;10-14;113
Antioquia;5004;Abriaquí;HOMBRES;15-19;121
Antioquia;5004;Abriaquí;HOMBRES;20-24;133
Antioquia;5004;Abriaquí;HOMBRES;25-29;134
Antioquia;5004;Abriaquí;HOMBRES;30-34;122
Antioquia;5004;Abriaquí;HOMBRES;35-39;111
Antioquia;5004;Abriaquí;HOMBRES;40-44;93
Antioquia;5004;Abriaquí;HOMBRES;45-49;81
Antioquia;5004;Abriaquí;HOMBRES;50-54;84
Antioquia;5004;Abriaquí;HOMBRES;55-59;79
Antioquia;5004;Abriaquí;HOMBRES;60-64;64
Antioquia;5004;Abriaquí;HOMBRES;65-69;48
Antioquia;5004;Abriaquí;HOMBRES;70-74;34
Antioquia;5004;Abriaquí;HOMBRES;75-79;22
Antioquia;5004;Abriaquí;HOMBRES;80-84;13
Antioquia;5004;Abriaquí;HOMBRES;85-89;7
Antioquia;5004;Abriaquí;HOMBRES;90-94;3
Antioquia;5004;Abriaquí;HOMBRES;95-99;1
Antioquia;5004;Abriaquí;HOMBRES;100 AÑOS Y MÁS;1
Antioquia;5021;Alejandría;HOMBRES;00-04;171
Antioquia;5021;Alejandría;HOMBRES;05-09;173
Antioquia;5021;Alejandría;HOMBRES;10-14;178
Antioquia;5021;Alejandría;HOMBRES;15-19;191
Antioquia;5021;Alejandría;HOMBRES;20-24;209
Antioquia;5021;Alejandría;HOMBRES;25-29;211
Antioquia;5021;Alejandría;HOMBRES;30-34;193
Antioquia;5021;Alejandría;HOMBRES;35-39;175
Antioquia;5021;Alejandría;HOMBRES;40-44;147
Antioquia;5021;Alejandría;HOMBRES;45-49;129
Antioquia;5021;Alejandría;HOMBRES;50-54;132
Antioquia;5021;Alejandría;HOMBRES;55-59;124
Antioquia;5021;Alejandría;HOMBRES;60-64;101
Antioquia;5021;Alejandría;HOMBRES;65-69;76
Antioquia;5021;Alejandría;HOMBRES;70-74;54
Antioquia;5021;Alejandría;HOMBRES;75-79;35
Antioquia;5021;Alejandría;HOMBRES;80-84;20
Antioquia;5021;Alejandría;HOMBRES;85-89;11
Antioquia;5021;Alejandría;HOMBRES;90-94;5
Antioquia;5021;Alejandría;HOMBRES;95-99;2
Antioquia;5021;Alejandría;HOMBRES;100 AÑOS Y MÁS;1
Antioquia;5030;Amagá;HOMBRES;00-04;1126
Antioquia;5030;Amagá;HOMBRES;05-09;1139
Antioquia;5030;Amagá;HOMBRES;10-14;1174
Antioquia;5030;Amagá;HOMBRES;15-19;1260
Antioquia;5030;Amagá;HOMBRES;20-24;1378
Antioquia;5030;Amagá;HOMBRES;25-29;1390
Antioquia;5030;Amagá;HOMBRES;30-34;1267
Antioquia;5030;Amagá;HOMBRES;35-39;1149
Antioquia;5030;Amagá;HOMBRES;40-44;968
Antioquia;5030;Amagá;HOMBRES;45-49;846
Antioquia;5030;Amagá;HOMBRES;50-54;867
Antioquia;5030;Amagá;HOMBRES;55-59;815
Antioquia;5030;Amagá;HOMBRES;60-64;666
Antioquia;5030;Amagá;HOMBRES;65-69;501
Antioquia;5030;Amagá;HOMBRES;70-74;354
Antioquia;5030;Amagá;HOMBRES;75-79;228
Antioquia;5030;Amagá;HOMBRES;80-84;131
Antioquia;5030;Amagá;HOMBRES;85-89;70
Antioquia;5030;Amagá;HOMBRES;90-94;33
Antioquia;5030;Amagá;HOMBRES;95-99;14
Antioquia;5030;Amagá;HOMBRES;100 AÑOS Y MÁS;6
Antioquia;5031;Amalfi;HOMBRES;00-04;997
Antioquia;5031;Amalfi;HOMBRES;05-09;1005
Antioquia;5031;Amalfi;HOMBRES;10-14;1036
Antioquia;5031;Amalfi;HOMBRES;15-19;1111
Antioquia;5031;Amalfi;HOMBRES;20-24;1216
Antioquia;5031;Amalfi;HOMBRES;25-29;1226
Antioquia;5031;Amalfi;HOMBRES;30-34;1118
Antioquia;5031;Amalfi;HOMBRES;35-39;1014
Antioquia;5031;Amalfi;HOMBRES;40-44;854
Antioquia;5031;Amalfi;HOMBRES;45-49;746
Antioquia;5031;Amalfi;HOMBRES;50-54;765
Antioquia;5031;Amalfi;HOMBRES;55-59;719
Antioquia;5031;Amalfi;HOMBRES;60-64;588
Antioquia;5031;Amalfi;HOMBRES;65-69;442
Antioquia;5031;Amalfi;HOMBRES;70-74;312
Antioquia;5031;Amalfi;HOMBRES;75-79;201
Antioquia;5031;Amalfi;HOMBRES;80-84;116
Antioquia;5031;Amalfi;HOMBRES;85-89;61
Antioquia;5031;Amalfi;HOMBRES;90-94;29
Antioquia;5031;Amalfi;HOMBRES;95-99;12
Antioquia;5031;Amalfi;HOMBRES;100 AÑOS Y MÁS;5
Antioquia;5034;Andes;HOMBRES;00-04;1676
Antioquia;5034;Andes;HOMBRES;05-09;1695
Antioquia;5034;Andes;HOMBRES;10-14;1748
Antioquia;5034;Andes;HOMBRES;15-19;1876
Antioquia;5034;Andes;HOMBRES;20-24;2052
Antioquia;5034;Andes;HOMBRES;25-29;2069
Antioquia;5034;Andes;HOMBRES;30-34;1887
Antioquia;5034;Andes;HOMBRES;35-39;1711
Antioquia;5034;Andes;HOMBRES;40-44;1442
Antioquia;5034;Andes;HOMBRES;45-49;1260
Antioquia;5034;Andes;HOMBRES;50-54;1292
Antioquia;5034;Andes;HOMBRES;55-59;1214
Antioquia;5034;Andes;HOMBRES;60-64;992
Antioquia;5034;Andes;HOMBRES;65-69;745
Antioquia;5034;Andes;HOMBRES;70-74;527
Antioquia;5034;Andes;HOMBRES;75-79;339
Antioquia;5034;Andes;HOMBRES;80-84;196
Antioquia;5034;Andes;HOMBRES;85-89;104
Antioquia;5034;Andes;HOMBRES;90-94;49
Antioquia;5034;Andes;HOMBRES;95-99;21
Antioquia;5034;Andes;HOMBRES;100 AÑOS Y MÁS;9
Antioquia;5036;Angelópolis;HOMBRES;00-04;216
Antioquia;5036;Angelópolis;HOMBRES;05-09;217
Antioquia;5036;Angelópolis;HOMBRES;10-14;224
Antioquia;5036;Angelópolis;HOMBRES;15-19;240
Antioquia;5036;Angelópolis;HOMBRES;20-24;263
Antioquia;5036;Angelópolis;HOMBRES;25-29;265
Antioquia;5036;Angelópolis;HOMBRES;30-34;242
Antioquia;5036;Angelópolis;HOMBRES;35-39;219
Antioquia;5036;Angelópolis;HOMBRES;40-44;185
Antioquia;5036;Angelópolis;HOMBRES;45-49;161
Antioquia;5036;Angelópolis;HOMBRES;50-54;166
Antioquia;5036;Angelópolis;HOMBRES;55-59;156
Antioquia;5036;Angelópolis;HOMBRES;60-64;127
Antioquia;5036;Angelópolis;HOMBRES;65-69;96
Antioquia;5036;Angelópolis;HOMBRES;70-74;68
Antioquia;5036;Angelópolis;HOMBRES;75-79;43
Antioquia;5036;Angelópolis;HOMBRES;80-84;25
Antioquia;5036;Angelópolis;HOMBRES;85-89;13
Antioquia;5036;Angelópolis;HOMBRES;90-94;6
Antioquia;5036;Angelópolis;HOMBRES;95-99;3
Antioquia;5036;Angelópolis;HOMBRES;100 AÑOS Y MÁS;1
Antioquia;5038;Angostura;HOMBRES;00-04;428
Antioquia;5038;Angostura;HOMBRES;05-09;432
Antioquia;5038;Angostura;HOMBRES;10-14;445
Antioquia;5038;Angostura;HOMBRES;15-19;477
Antioquia;5038;Angostura;HOMBRES;20-24;522
Antioquia;5038;Angostura;HOMBRES;25-29;527
Antioquia;5038;Angostura;HOMBRES;30-34;480
Antioquia;5038;Angostura;HOMBRES;35-39;435
Antioquia;5038;Angostura;HOMBRES;40-44;367
Antioquia;5038;Angostura;HOMBRES;45-49;321
Antioquia;5038;Angostura;HOMBRES;50-54;329
Antioquia;5038;Angostura;HOMBRES;55-59;309
Antioquia;5038;Angostura;HOMBRES;60-64;252
Antioquia;5038;Angostura;HOMBRES;65-69;190
Antioquia;5038;Angostura;HOMBRES;70-74;134
Antioquia;5038;Angostura;HOMBRES;75-79;86
Antioquia;5038;Angostura;HOMBRES;80-84;50
Antioquia;5038;Angostura;HOMBRES;85-89;26
Antioquia;5038;Angostura;HOMBRES;90-94;13
Antioquia;5038;Angostura;HOMBRES;95-99;5
Antioquia;5038;Angostura;HOMBRES;100 AÑOS Y MÁS;2
Antioquia;5040;Anorí;HOMBRES;00-04;732
Antioquia;5040;Anorí;HOMBRES;05-09;740
Antioquia;5040;Anorí;HOMBRES;10-14;763
Antioquia;5040;Anorí;HOMBRES;15-19;818
Antioquia;5040;Anorí;HOMBRES;20-24;895
Antioquia;5040;Anorí;HOMBRES;25-29;903
Antioquia;5040;Anorí;HOMBRES;30-34;823
Antioquia;5040;Anorí;HOMBRES;35-39;746
Antioquia;5040;Anorí;HOMBRES;40-44;629
Antioquia;5040;Anorí;HOMBRES;45-49;549
Antioquia;5040;Anorí;HOMBRES;50-54;563
Antioquia;5040;Anorí;HOMBRES;55-59;530
Antioquia;5040;Anorí;HOMBRES;60-64;433
Antioquia;5040;Anorí;HOMBRES;65-69;325
Antioquia;5040;Anorí;HOMBRES;70-74;230
Antioquia;5040;Anorí;HOMBRES;75-79;148
Antioquia;5040;Anorí;HOMBRES;80-84;85
Antioquia;5040;Anorí;HOMBRES;85-89;45
Antioquia;5040;Anorí;HOMBRES;90-94;22
Antioquia;5040;Anorí;HOMBRES;95-99;9
Antioquia;5040;Anorí;HOMBRES;100 AÑOS Y MÁS;4
Antioquia;5042;Santafé de Antioquia;HOMBRES;00-04;982
Antioquia;5042;Santafé de Antioquia;HOMBRES;05-09;992
Antioquia;5042;Santafé de Antioquia;HOMBRES;10-14;1023
Antioquia;5042;Santafé de Antioquia;HOMBRES;15-19;1098
Antioquia;5042;Santafé de Antioquia;HOMBRES;20-24;1201
Antioquia;5042;Santafé de Antioquia;HOMBRES;25-29;1211
Antioquia;5042;Santafé de Antioquia;HOMBRES;30-34;1104
Antioquia;5042;Santafé de Antioquia;HOMBRES;35-39;1001
Antioquia;5042;Santafé de Antioquia;HOMBRES;40-44;844
Antioquia;5042;Santafé de Antioquia;HOMBRES;45-49;737
Antioquia;5042;Santafé de Antioquia;HOMBRES;50-54;756
Antioquia;5042;Santafé de Antioquia;HOMBRES;55-59;710
Antioquia;5042;Santafé de Antioquia;HOMBRES;60-64;580
Antioquia;5042;Santafé de Antioquia;HOMBRES;65-69;436
Antioquia;5042;Santafé de Antioquia;HOMBRES;70-74;308
Antioquia;5042;Santafé de Antioquia;HOMBRES;75-79;199
Antioquia;5042;Santafé de Antioquia;HOMBRES;80-84;115
Antioquia;5042;Santafé de Antioquia;HOMBRES;85-89;61
Antioquia;5042;Santafé de Antioquia;HOMBRES;90-94;29
Antioquia;5042;Santafé de Antioquia;HOMBRES;95-99;12
Antioquia;5042;Santafé de Antioquia;HOMBRES;100 AÑOS Y MÁS;5
Antioquia;5044;Anza;HOMBRES;00-04;272
Antioquia;5044;Anza;HOMBRES;05-09;274
Antioquia;5044;Anza;HOMBRES;10-14;282
Antioquia;5044;Anza;HOMBRES;15-19;303
Antioquia;5044;Anza;HOMBRES;20-24;331
Antioquia;5044;Anza;HOMBRES;25-29;334
Antioquia;5044;Anza;HOMBRES;30-34;305
Antioquia;5044;Anza;HOMBRES;35-39;276
Antioquia;5044;Anza;HOMBRES;40-44;233
Antioquia;5044;Anza;HOMBRES;45-49;203
Antioquia;5044;Anza;HOMBRES;50-54;209
Antioquia;5044;Anza;HOMBRES;55-59;196
Antioquia;5044;Anza;HOMBRES;60-64;160
Antioquia;5044;Anza;HOMBRES;65-69;120
Antioquia;5044;Anza;HOMBRES;70-74;85
Antioquia;5044;Anza;HOMBRES;75-79;55
Antioquia;5044;Anza;HOMBRES;80-84;32
Antioquia;5044;Anza;HOMBRES;85-89;17
Antioquia;5044;Anza;HOMBRES;90-94;8
Antioquia;5044;Anza;HOMBRES;95-99;3
Antioquia;5044;Anza;HOMBRES;100 AÑOS Y MÁS;1
Antioquia;5045;Apartadó;HOMBRES;00-04;4578
Antioquia;5045;Apartadó;HOMBRES;05-09;4624
Antioquia;5045;Apartadó;HOMBRES;10-14;4768
Antioquia;5045;Apartadó;HOMBRES;15-19;5116
Antioquia;5045;Apartadó;HOMBRES;20-24;5597
Antioquia;5045;Apartadó;HOMBRES;25-29;5643
Antioquia;5045;Apartadó;HOMBRES;30-34;5146
Antioquia;5045;Apartadó;HOMBRES;35-39;4666
Antioquia;5045;Apartadó;HOMBRES;40-44;3932
Antioquia;5045;Apartadó;HOMBRES;45-49;3435
Antioquia;5045;Apartadó;HOMBRES;50-54;3523
Antioquia;5045;Apartadó;HOMBRES;55-59;3311
Antioquia;5045;Apartadó;HOMBRES;60-64;2705
Antioquia;5045;Apartadó;HOMBRES;65-69;2033
Antioquia;5045;Apartadó;HOMBRES;70-74;1437
Antioquia;5045;Apartadó;HOMBRES;75-79;925
Antioquia;5045;Apartadó;HOMBRES;80-84;534
Antioquia;5045;Apartadó;HOMBRES;85-89;282
Antioquia;5045;Apartadó;HOMBRES;90-94;135
Antioquia;5045;Apartadó;HOMBRES;95-99;56
Antioquia;5045;Apartadó;HOMBRES;100 AÑOS Y MÁS;24
Antioquia;5051;Arboletes;HOMBRES;00-04;1118
Antioquia;5051;Arboletes;HOMBRES;05-09;1131
Antioquia;5051;Arboletes;HOMBRES;10-14;1166
Antioquia;5051;Arboletes;HOMBRES;15-19;1251
Antioquia;5051;Arboletes;HOMBRES;20-24;1369
Antioquia;5051;Arboletes;HOMBRES;25-29;1380
Antioquia;5051;Arboletes;HOMBRES;30-34;1259
Antioquia;5051;Arboletes;HOMBRES;35-39;1141
Antioquia;5051;Arboletes;HOMBRES;40-44;962
Antioquia;5051;Arboletes;HOMBRES;45-49;840
Antioquia;5051;Arboletes;HOMBRES;50-54;862
Antioquia;5051;Arboletes;HOMBRES;55-59;810
Antioquia;5051;Arboletes;HOMBRES;60-64;662
Antioquia;5051;Arboletes;HOMBRES;65-69;497
Antioquia;5051;Arboletes;HOMBRES;70-74;351
Antioquia;5051;Arboletes;HOMBRES;75-79;226
Antioquia;5051;Arboletes;HOMBRES;80-84;131
Antioquia;5051;Arboletes;HOMBRES;85-89;69
Antioquia;5051;Arboletes;HOMBRES;90-94;33
Antioquia;5051;Arboletes;HOMBRES;95-99;14
Antioquia;5051;Arboletes;HOMBRES;100 AÑOS Y MÁS;6
Antioquia;5055;Argelia;HOMBRES;00-04;286
Antioquia;5055;Argelia;HOMBRES;05-09;288
Antioquia;5055;Argelia;HOMBRES;10-14;297
Antioquia;5055;Argelia;HOMBRES;15-19;318
Antioquia;5055;Argelia;HOMBRES;20-24;348
Antioquia;5055;Argelia;HOMBRES;25-29;351
Antioquia;5055;Argelia;HOMBRES;30-34;320
Antioquia;5055;Argelia;HOMBRES;35-39;290
Antioquia;5055;Argelia;HOMBRES;40-44;245
Antioquia;5055;Argelia;HOMBRES;45-49;214
Antioquia;5055;Argelia;HOMBRES;50-54;219
Antioquia;5055;Argelia;HOMBRES;55-59;206
Antioquia;5055;Argelia;HOMBRES;60-64;168
Antioquia;5055;Argelia;HOMBRES;65-69;126
Antioquia;5055;Argelia;HOMBRES;70-74;89
Antioquia;5055;Argelia;HOMBRES;75-79;58
Antioquia;5055;Argelia;HOMBRES;80-84;33
Antioquia;5055;Argelia;HOMBRES;85-89;18
Antioquia;5055;Argelia;HOMBRES;90-94;8
Antioquia;5055;Argelia;HOMBRES;95-99;3
Antioquia;5055;Argelia;HOMBRES;100 AÑOS Y MÁS;1
Antioquia;5059;Armenia;HOMBRES;00-04;188
Antioquia;5059;Armenia;HOMBRES;05-09;187
Antioquia;5059;Armenia;HOMBRES;10-14;193
Antioquia;5059;Armenia;HOMBRES;15-19;207
Antioquia;5059;Armenia;HOMBRES;20-24;226
Antioquia;5059;Armenia;HOMBRES;25-29;228
Antioquia;5059;Armenia;HOMBRES;30-34;208
Antioquia;5059;Armenia;HOMBRES;35-39;189
Antioquia;5059;Armenia;HOMBRES;40-44;159
Antioquia;5059;Armenia;HOMBRES;45-49;139
Antioquia;5059;Armenia;HOMBRES;50-54;143
Antioquia;5059;Armenia;HOMBRES;55-59;134
Antioquia;5059;Armenia;HOMBRES;60-64;109
Antioquia;5059;Armenia;HOMBRES;65-69;82
Antioquia;5059;Armenia;HOMBRES;70-74;58
Antioquia;5059;Armenia;HOMBRES;75-79;37
Antioquia;5059;Armenia;HOMBRES;80-84;22
Antioquia;5059;Armenia;HOMBRES;85-89;11
Antioquia;5059;Armenia;HOMBRES;90-94;5
Antioquia;5059;Armenia;HOMBRES;95-99;2
Antioquia;5059;Armenia;HOMBRES;100 AÑOS Y MÁS;1
Antioquia;5079;Barbosa;HOMBRES;00-04;1980
Antioquia;5079;Barbosa;HOMBRES;05-09;1998
Antioquia;5079;Barbosa;HOMBRES;10-14;2060
Antioquia;5079;Barbosa;HOMBRES;15-19;2211
Antioquia;5079;Barbosa;HOMBRES;20-24;2419
Antioquia;5079;Barbosa;HOMBRES;25-29;2439
Antioquia;5079;Barbosa;HOMBRES;30-34;2224
Antioquia;5079;Barbosa;HOMBRES;35-39;2016
Antioquia;5079;Barbosa;HOMBRES;40-44;1699
Antioquia;5079;Barbosa;HOMBRES;45-49;1485
Antioquia;5079;Barbosa;HOMBRES;50-54;1522
Antioquia;5079;Barbosa;HOMBRES;55-59;1431
Antioquia;5079;Barbosa;HOMBRES;60-64;1169
Antioquia;5079;Barbosa;HOMBRES;65-69;878
Antioquia;5079;Barbosa;HOMBRES;70-74;621
Antioquia;5079;Barbosa;HOMBRES;75-79;400
Antioquia;5079;Barbosa;HOMBRES;80-84;231
Antioquia;5079;Barbosa;HOMBRES;85-89;122
Antioquia;5079;Barbosa;HOMBRES;90-94;58
Antioquia;5079;Barbosa;HOMBRES;95-99;24
Antioquia;5079;Barbosa;HOMBRES;100 AÑOS Y MÁS;10
Antioquia;5086;Belmira;HOMBRES;00-04;224
Antioquia;5086;Belmira;HOMBRES;05-09;229
Antioquia;5086;Belmira;HOMBRES;10-14;236
Antioquia;5086;Belmira;HOMBRES;15-19;253
Antioquia;5086;Belmira;HOMBRES;20-24;277
Antioquia;5086;Belmira;HOMBRES;25-29;279
Antioquia;5086;Belmira;HOMBRES;30-34;254
Antioquia;5086;Belmira;HOMBRES;35-39;231
Antioquia;5086;Belmira;HOMBRES;40-44;194
Antioquia;5086;Belmira;HOMBRES;45-49;170
Antioquia;5086;Belmira;HOMBRES;50-54;174
Antioquia;5086;Belmira;HOMBRES;55-59;164
Antioquia;5086;Belmira;HOMBRES;60-64;134
Antioquia;5086;Belmira;HOMBRES;65-69;100
Antioquia;5086;Belmira;HOMBRES;70-74;71
Antioquia;5086;Belmira;HOMBRES;75-79;46
Antioquia;5086;Belmira;HOMBRES;80-84;26
Antioquia;5086;Belmira;HOMBRES;85-89;14
Antioquia;5086;Belmira;HOMBRES;90-94;7
Antioquia;5086;Belmira;HOMBRES;95-99;3
Antioquia;5086;Belmira;HOMBRES;100 AÑOS Y MÁS;1
Antioquia;5088;Bello;HOMBRES;00-04;19508
Antioquia;5088;Bello;HOMBRES;05-09;19706
Antioquia;5088;Bello;HOMBRES;10-14;20317
Antioquia;5088;Bello;HOMBRES;15-19;21800
Antioquia;5088;Bello;HOMBRES;20-24;23851
Antioquia;5088;Bello;HOMBRES;25-29;24048
Antioquia;5088;Bello;HOMBRES;30-34;21931
Antioquia;5088;Bello;HOMBRES;35-39;19884
Antioquia;5088;Bello;HOMBRES;40-44;16755
Antioquia;5088;Bello;HOMBRES;45-49;14640
Antioquia;5088;Bello;HOMBRES;50-54;15013
Antioquia;5088;Bello;HOMBRES;55-59;14110
Antioquia;5088;Bello;HOMBRES;60-64;11528
Antioquia;5088;Bello;HOMBRES;65-69;8662
Antioquia;5088;Bello;HOMBRES;70-74;6125
Antioquia;5088;Bello;HOMBRES;75-79;3943
Antioquia;5088;Bello;HOMBRES;80-84;2275
Antioquia;5088;Bello;HOMBRES;85-89;1203
Antioquia;5088;Bello;HOMBRES;90-94;574
Antioquia;5088;Bello;HOMBRES;95-99;239
Antioquia;5088;Bello;HOMBRES;100 AÑOS Y MÁS;101
Antioquia;5091;Betania;HOMBRES;00-04;391
Antioquia;5091;Betania;HOMBRES;05-09;395
Antioquia;5091;Betania;HOMBRES;10-14;408
Antioquia;5091;Betania;HOMBRES;15-19;437
Antioquia;5091;Betania;HOMBRES;20-24;478
Antioquia;5091;Betania;HOMBRES;25-29;482
Antioquia;5091;Betania;HOMBRES;30-34;440
Antioquia;5091;Betania;HOMBRES;35-39;399
Antioquia;5091;Betania;HOMBRES;40-44;336
Antioquia;5091;Betania;HOMBRES;45-49;294
Antioquia;5091;Betania;HOMBRES;50-54;301
Antioquia;5091;Betania;HOMBRES;55-59;283
Antioquia;5091;Betania;HOMBRES;60-64;231
Antioquia;5091;Betania;HOMBRES;65-69;174
Antioquia;5091;Betania;HOMBRES;70-74;123
Antioquia;5091;Betania;HOMBRES;75-79;79
Antioquia;5091;Betania;HOMBRES;80-84;46
Antioquia;5091;Betania;HOMBRES;85-89;24
Antioquia;5091;Betania;HOMBRES;90-94;12
Antioquia;5091;Betania;HOMBRES;95-99;5
Antioquia;5091;Betania;HOMBRES;100 AÑOS Y MÁS;2
Antioquia;5093;Betulia;HOMBRES;00-04;597
Antioquia;5093;Betulia;HOMBRES;05-09;602
Antioquia;5093;Betulia;HOMBRES;10-14;620
Antioquia;5093;Betulia;HOMBRES;15-19;665
Antioquia;5093;Betulia;HOMBRES;20-24;728
Antioquia;5093;Betulia;HOMBRES;25-29;734
Antioquia;5093;Betulia;HOMBRES;30-34;669
Antioquia;5093;Betulia;HOMBRES;35-39;607
Antioquia;5093;Betulia;HOMBRES;40-44;511
Antioquia;5093;Betulia;HOMBRES;45-49;447
Antioquia;5093;Betulia;HOMBRES;50-54;458
Antioquia;5093;Betulia;HOMBRES;55-59;431
Antioquia;5093;Betulia;HOMBRES;60-64;352
Antioquia;5093;Betulia;HOMBRES;65-69;264
Antioquia;5093;Betulia;HOMBRES;70-74;187
Antioquia;5093;Betulia;HOMBRES;75-79;120
Antioquia;5093;Betulia;HOMBRES;80-84;69
Antioquia;5093;Betulia;HOMBRES;85-89;37
Antioquia;5093;Betulia;HOMBRES;90-94;18
Antioquia;5093;Betulia;HOMBRES;95-99;7
Antioquia;5093;Betulia;HOMBRES;100 AÑOS Y MÁS;3
Antioquia;5101;Ciudad Bolívar;HOMBRES;00-04;964
Antioquia;5101;Ciudad Bolívar;HOMBRES;05-09;974
Antioquia;5101;Ciudad Bolívar;HOMBRES;10-14;1004
Antioquia;5101;Ciudad Bolívar;HOMBRES;15-19;1077
Antioquia;5101;Ciudad Bolívar;HOMBRES;20-24;1178
Antioquia;5101;Ciudad Bolívar;HOMBRES;25-29;1188
Antioquia;5101;Ciudad Bolívar;HOMBRES;30-34;1083
Antioquia;5101;Ciudad Bolívar;HOMBRES;35-39;982
Antioquia;5101;Ciudad Bolívar;HOMBRES;40-44;828
Antioquia;5101;Ciudad Bolívar;HOMBRES;45-49;723
Antioquia;5101;Ciudad Bolívar;HOMBRES;50-54;742
Antioquia;5101;Ciudad Bolívar;HOMBRES;55-59;697
Antioquia;5101;Ciudad Bolívar;HOMBRES;60-64;570
Antioquia;5101;Ciudad Bolívar;HOMBRES;65-69;428
Antioquia;5101;Ciudad Bolívar;HOMBRES;70-74;303
Antioquia;5101;Ciudad Bolívar;HOMBRES;75-79;195
Antioquia;5101;Ciudad Bolívar;HOMBRES;80-84;112
Antioquia;5101;Ciudad Bolívar;HOMBRES;85-89;59
Antioquia;5101;Ciudad Bolívar;HOMBRES;90-94;28
Antioquia;5101;Ciudad Bolívar;HOMBRES;95-99;12
Antioquia;5101;Ciudad Bolívar;HOMBRES;100 AÑOS Y MÁS;5
Antioquia;5107;Briceño;HOMBRES;00-04;311
Antioquia;5107;Briceño;HOMBRES;05-09;314
Antioquia;5107;Briceño;HOMBRES;10-14;324
Antioquia;5107;Briceño;HOMBRES;15-19;348
Antioquia;5107;Briceño;HOMBRES;20-24;380
Antioquia;5107;Briceño;HOMBRES;25-29;383
Antioquia;5107;Briceño;HOMBRES;30-34;350
Antioquia;5107;Briceño;HOMBRES;35-39;317
Antioquia;5107;Briceño;HOMBRES;40-44;267
Antioquia;5107;Briceño;HOMBRES;45-49;233
Antioquia;5107;Briceño;HOMBRES;50-54;239
Antioquia;5107;Briceño;HOMBRES;55-59;225
Antioquia;5107;Briceño;HOMBRES;60-64;184
Antioquia;5107;Briceño;HOMBRES;65-69;138
Antioquia;5107;Briceño;HOMBRES;70-74;98
Antioquia;5107;Briceño;HOMBRES;75-79;63
Antioquia;5107;Briceño;HOMBRES;80-84;36
Antioquia;5107;Briceño;HOMBRES;85-89;19
Antioquia;5107;Briceño;HOMBRES;90-94;9
Antioquia;5107;Briceño;HOMBRES;95-99;4
Antioquia;5107;Briceño;HOMBRES;100 AÑOS Y MÁS;2
Antioquia;5113;Buriticá;HOMBRES;00-04;367
Antioquia;5113;Buriticá;HOMBRES;05-09;371
Antioquia;5113;Buriticá;HOMBRES;10-14;383
Antioquia;5113;Buriticá;HOMBRES;15-19;411
Antioquia;5113;Buriticá;HOMBRES;20-24;449
Antioquia;5113;Buriticá;HOMBRES;25-29;453
